modelo,consulta,categoria,id_correcto,posicion,resultado_id,score,clasificacion_humana,observacion
siglip,c11_recoloreado,recoloreada,AIM-P001-007,1,AIM-P001-007,0.8671,Correcto,
siglip,c11_recoloreado,recoloreada,AIM-P001-007,2,AIM-P004-225,0.7785,,
siglip,c11_recoloreado,recoloreada,AIM-P001-007,3,AIM-P015-849,0.7724,,
siglip,c11_recoloreado,recoloreada,AIM-P001-007,4,AIM-P015-887,0.7653,,
siglip,c11_recoloreado,recoloreada,AIM-P001-007,5,AIM-P010-570,0.7643,,
siglip,c12_recoloreado,recoloreada,AIM-P001-008,1,AIM-P001-008,0.7287,Correcto,
siglip,c12_recoloreado,recoloreada,AIM-P001-008,2,AIM-P003-136,0.6491,,
siglip,c12_recoloreado,recoloreada,AIM-P001-008,3,AIM-P008-442,0.6378,,
siglip,c12_recoloreado,recoloreada,AIM-P001-008,4,AIM-P014-822,0.6357,,
siglip,c12_recoloreado,recoloreada,AIM-P001-008,5,AIM-P011-652,0.6185,,
siglip,c13_recoloreado,recoloreada,AIM-P001-009,1,AIM-P001-009,0.9316,Correcto,
siglip,c13_recoloreado,recoloreada,AIM-P001-009,2,AIM-P006-310,0.7597,,
siglip,c13_recoloreado,recoloreada,AIM-P001-009,3,AIM-P007-377,0.756,,
siglip,c13_recoloreado,recoloreada,AIM-P001-009,4,AIM-P005-247,0.7382,,
siglip,c13_recoloreado,recoloreada,AIM-P001-009,5,AIM-P013-747,0.7376,,
siglip,c14_recoloreado,recoloreada,AIM-P001-010,1,AIM-P001-010,0.8333,Correcto,
siglip,c14_recoloreado,recoloreada,AIM-P001-010,2,AIM-P004-215,0.8274,,
siglip,c14_recoloreado,recoloreada,AIM-P001-010,3,AIM-P008-466,0.7998,,
siglip,c14_recoloreado,recoloreada,AIM-P001-010,4,AIM-P008-479,0.7949,,
siglip,c14_recoloreado,recoloreada,AIM-P001-010,5,AIM-P009-490,0.792,,
siglip,c16_recoloreado,recoloreada,AIM-P001-012,1,AIM-P001-012,0.7902,Correcto,
siglip,c16_recoloreado,recoloreada,AIM-P001-012,2,AIM-P001-052,0.7566,,
siglip,c16_recoloreado,recoloreada,AIM-P001-012,3,AIM-P008-445,0.7409,,
siglip,c16_recoloreado,recoloreada,AIM-P001-012,4,AIM-P010-597,0.7405,,
siglip,c16_recoloreado,recoloreada,AIM-P001-012,5,AIM-P012-700,0.7299,,
siglip,c01_recorte,recortada,AIM-P001-013,1,AIM-P001-013,0.8777,Correcto,
siglip,c01_recorte,recortada,AIM-P001-013,2,AIM-P008-459,0.7725,,
siglip,c01_recorte,recortada,AIM-P001-013,3,AIM-P012-675,0.7565,,
siglip,c01_recorte,recortada,AIM-P001-013,4,AIM-P008-444,0.7539,,
siglip,c01_recorte,recortada,AIM-P001-013,5,AIM-P016-949,0.7531,,
siglip,c07_recorte,recortada,AIM-P001-003,1,AIM-P001-003,0.8633,Correcto,
siglip,c07_recorte,recortada,AIM-P001-003,2,AIM-P009-510,0.7705,,
siglip,c07_recorte,recortada,AIM-P001-003,3,AIM-P001-013,0.742,,
siglip,c07_recorte,recortada,AIM-P001-003,4,AIM-P005-285,0.7369,,
siglip,c07_recorte,recortada,AIM-P001-003,5,AIM-P007-415,0.7318,,
siglip,c08_recorte,recortada,AIM-P001-004,1,AIM-P001-004,0.9227,Correcto,
siglip,c08_recorte,recortada,AIM-P001-004,2,AIM-P017-994,0.6944,,
siglip,c08_recorte,recortada,AIM-P001-004,3,AIM-P016-919,0.6908,,
siglip,c08_recorte,recortada,AIM-P001-004,4,AIM-P014-822,0.6792,,
siglip,c08_recorte,recortada,AIM-P001-004,5,AIM-P001-015,0.6632,,
siglip,c09_recorte,recortada,AIM-P001-005,1,AIM-P001-005,0.8816,Correcto,
siglip,c09_recorte,recortada,AIM-P001-005,2,AIM-P005-243,0.6313,,
siglip,c09_recorte,recortada,AIM-P001-005,3,AIM-P017-980,0.6107,,
siglip,c09_recorte,recortada,AIM-P001-005,4,AIM-P013-726,0.6095,,
siglip,c09_recorte,recortada,AIM-P001-005,5,AIM-P006-360,0.6028,,
siglip,c10_recorte,recortada,AIM-P001-006,1,AIM-P001-006,0.8777,Correcto,
siglip,c10_recorte,recortada,AIM-P001-006,2,AIM-P014-792,0.7141,,
siglip,c10_recorte,recortada,AIM-P001-006,3,AIM-P008-455,0.6879,,
siglip,c10_recorte,recortada,AIM-P001-006,4,AIM-P008-478,0.6826,,
siglip,c10_recorte,recortada,AIM-P001-006,5,AIM-P016-908,0.6786,,
siglip,c12_recorte,recortada,AIM-P001-008,1,AIM-P001-008,0.819,Correcto,
siglip,c12_recorte,recortada,AIM-P001-008,2,AIM-P004-240,0.5997,,
siglip,c12_recorte,recortada,AIM-P001-008,3,AIM-P015-867,0.568,,
siglip,c12_recorte,recortada,AIM-P001-008,4,AIM-P013-774,0.5566,,
siglip,c12_recorte,recortada,AIM-P001-008,5,AIM-P009-537,0.5551,,
siglip,c13_recorte,recortada,AIM-P001-009,1,AIM-P001-009,0.8477,Correcto,
siglip,c13_recorte,recortada,AIM-P001-009,2,AIM-P013-742,0.7829,,
siglip,c13_recorte,recortada,AIM-P001-009,3,AIM-P007-377,0.7627,,
siglip,c13_recorte,recortada,AIM-P001-009,4,AIM-P005-247,0.7322,,
siglip,c13_recorte,recortada,AIM-P001-009,5,AIM-P013-747,0.7276,,
siglip,c14_recorte,recortada,AIM-P001-010,1,AIM-P001-010,0.8434,Correcto,
siglip,c14_recorte,recortada,AIM-P001-010,2,AIM-P013-761,0.7362,,
siglip,c14_recorte,recortada,AIM-P001-010,3,AIM-P014-790,0.7177,,
siglip,c14_recorte,recortada,AIM-P001-010,4,AIM-P008-444,0.715,,
siglip,c14_recorte,recortada,AIM-P001-010,5,AIM-P009-490,0.7081,,
siglip,c15_recorte,recortada,AIM-P001-011,1,AIM-P001-011,0.9076,Correcto,
siglip,c15_recorte,recortada,AIM-P001-011,2,AIM-P002-089,0.6962,,
siglip,c15_recorte,recortada,AIM-P001-011,3,AIM-P001-047,0.687,,
siglip,c15_recorte,recortada,AIM-P001-011,4,AIM-P004-190,0.6819,,
siglip,c15_recorte,recortada,AIM-P001-011,5,AIM-P007-364,0.6756,,
siglip,c16_recorte,recortada,AIM-P001-012,1,AIM-P001-012,0.8344,Correcto,
siglip,c16_recorte,recortada,AIM-P001-012,2,AIM-P004-187,0.7375,,
siglip,c16_recorte,recortada,AIM-P001-012,3,AIM-P005-295,0.7072,,
siglip,c16_recorte,recortada,AIM-P001-012,4,AIM-P008-465,0.7054,,
siglip,c16_recorte,recortada,AIM-P001-012,5,AIM-P007-380,0.6903,,
siglip,c02_sin_marco,sin_marco,AIM-P001-014,1,AIM-P001-014,1.0,Correcto,
siglip,c02_sin_marco,sin_marco,AIM-P001-014,2,AIM-P014-826,0.6755,,
siglip,c02_sin_marco,sin_marco,AIM-P001-014,3,AIM-P003-163,0.6661,,
siglip,c02_sin_marco,sin_marco,AIM-P001-014,4,AIM-P007-405,0.657,,
siglip,c02_sin_marco,sin_marco,AIM-P001-014,5,AIM-P011-653,0.6488,,
siglip,c03_sin_marco,sin_marco,AIM-P001-015,1,AIM-P001-015,1.0,Correcto,
siglip,c03_sin_marco,sin_marco,AIM-P001-015,2,AIM-P014-806,0.8769,,
siglip,c03_sin_marco,sin_marco,AIM-P001-015,3,AIM-P017-994,0.8734,,
siglip,c03_sin_marco,sin_marco,AIM-P001-015,4,AIM-P001-020,0.8596,,
siglip,c03_sin_marco,sin_marco,AIM-P001-015,5,AIM-P017-964,0.8551,,
siglip,c05_sin_marco,sin_marco,AIM-P001-001,1,AIM-P001-001,1.0,Correcto,
siglip,c05_sin_marco,sin_marco,AIM-P001-001,2,AIM-P013-744,0.6883,,
siglip,c05_sin_marco,sin_marco,AIM-P001-001,3,AIM-P012-705,0.6878,,
siglip,c05_sin_marco,sin_marco,AIM-P001-001,4,AIM-P008-450,0.6878,,
siglip,c05_sin_marco,sin_marco,AIM-P001-001,5,AIM-P002-088,0.6872,,
siglip,c06_sin_marco,sin_marco,AIM-P001-002,1,AIM-P001-002,1.0,Correcto,
siglip,c06_sin_marco,sin_marco,AIM-P001-002,2,AIM-P008-451,0.8084,,
siglip,c06_sin_marco,sin_marco,AIM-P001-002,3,AIM-P009-515,0.797,,
siglip,c06_sin_marco,sin_marco,AIM-P001-002,4,AIM-P002-081,0.7937,,
siglip,c06_sin_marco,sin_marco,AIM-P001-002,5,AIM-P003-132,0.7867,,
siglip,c07_sin_marco,sin_marco,AIM-P001-003,1,AIM-P001-003,1.0,Correcto,
siglip,c07_sin_marco,sin_marco,AIM-P001-003,2,AIM-P009-510,0.8311,,
siglip,c07_sin_marco,sin_marco,AIM-P001-003,3,AIM-P001-039,0.8081,,
siglip,c07_sin_marco,sin_marco,AIM-P001-003,4,AIM-P007-415,0.8026,,
siglip,c07_sin_marco,sin_marco,AIM-P001-003,5,AIM-P008-455,0.7921,,
siglip,c11_sin_marco,sin_marco,AIM-P001-007,1,AIM-P001-007,1.0,Correcto,
siglip,c11_sin_marco,sin_marco,AIM-P001-007,2,AIM-P004-225,0.8064,,
siglip,c11_sin_marco,sin_marco,AIM-P001-007,3,AIM-P007-383,0.7751,,
siglip,c11_sin_marco,sin_marco,AIM-P001-007,4,AIM-P002-090,0.7597,,
siglip,c11_sin_marco,sin_marco,AIM-P001-007,5,AIM-P004-234,0.7552,,
siglip,c12_sin_marco,sin_marco,AIM-P001-008,1,AIM-P001-008,1.0,Correcto,
siglip,c12_sin_marco,sin_marco,AIM-P001-008,2,AIM-P004-240,0.6214,,
siglip,c12_sin_marco,sin_marco,AIM-P001-008,3,AIM-P016-910,0.6074,,
siglip,c12_sin_marco,sin_marco,AIM-P001-008,4,AIM-P015-867,0.5852,,
siglip,c12_sin_marco,sin_marco,AIM-P001-008,5,AIM-P013-774,0.5848,,
siglip,c13_sin_marco,sin_marco,AIM-P001-009,1,AIM-P001-009,1.0,Correcto,
siglip,c13_sin_marco,sin_marco,AIM-P001-009,2,AIM-P013-742,0.782,,
siglip,c13_sin_marco,sin_marco,AIM-P001-009,3,AIM-P007-377,0.7661,,
siglip,c13_sin_marco,sin_marco,AIM-P001-009,4,AIM-P006-310,0.7364,,
siglip,c13_sin_marco,sin_marco,AIM-P001-009,5,AIM-P007-401,0.7288,,
siglip,c14_sin_marco,sin_marco,AIM-P001-010,1,AIM-P001-010,1.0,Correcto,
siglip,c14_sin_marco,sin_marco,AIM-P001-010,2,AIM-P013-761,0.8562,,
siglip,c14_sin_marco,sin_marco,AIM-P001-010,3,AIM-P009-490,0.8553,,
siglip,c14_sin_marco,sin_marco,AIM-P001-010,4,AIM-P004-215,0.8506,,
siglip,c14_sin_marco,sin_marco,AIM-P001-010,5,AIM-P014-798,0.8465,,
siglip,c16_sin_marco,sin_marco,AIM-P001-012,1,AIM-P001-012,1.0,Correcto,
siglip,c16_sin_marco,sin_marco,AIM-P001-012,2,AIM-P010-575,0.77,,
siglip,c16_sin_marco,sin_marco,AIM-P001-012,3,AIM-P013-764,0.7419,,
siglip,c16_sin_marco,sin_marco,AIM-P001-012,4,AIM-P015-857,0.7395,,
siglip,c16_sin_marco,sin_marco,AIM-P001-012,5,AIM-P015-865,0.7352,,
